label,gr,lag_loglin,N_max_emp
Cond00352,0.13854477492221878,8.075887169626832,0.19222619047619047
Cond00353,0.14740121361300337,8.039092437936493,0.1991785714285714
Cond00354,0.09100347124119855,8.718964331639775,0.17457142857142852
Cond00355,0.0017651012766207667,7.004603760408571,0.08276190476190473
Cond00356,0.19507532290669885,6.176792154433232,0.32490476190476186
Cond00357,0.203593718144764,6.431595395490053,0.33697222222222223
Cond00358,0.1851533919151733,6.888436312221842,0.3094285714285714
Cond00359,0.17008396604642204,6.600468541188399,0.3535238095238095
Cond00360,0.20820029411524985,6.45141030532372,0.32885714285714285
Cond00361,0.20562496828302587,6.423580718557683,0.3287857142857143
Cond00362,0.2081492412210688,6.543839454795552,0.32936904761904756
Cond00363,0.20256934808362695,6.6452975977499875,0.3371904761904762
Cond00364,0.20273523049969597,6.23630979732328,0.3434285714285714
Cond00365,0.20854599284556222,6.382140202259852,0.33910714285714283
Cond00366,0.20192604305018322,6.546511382697499,0.33041666666666664
Cond00367,0.19451736474549797,6.722124105633618,0.3293809523809524
Cond00368,0.09078575520295136,7.082193841846507,0.15776190476190474
Cond00369,0.11026868533179952,5.952270414661356,0.17767857142857138
Cond00370,0.2384555055918637,6.487866248804096,0.47055952380952376
Cond00371,0.2452924095266611,7.211031687668741,0.46254761904761904
Cond00372,0.2021073293350252,6.365156158154306,0.3100595238095238
Cond00373,0.17727836248421436,6.18022269606184,0.30379761904761904
Cond00374,0.20933820820311602,6.178855993141966,0.33896428571428566
Cond00375,0.20451090273435915,6.796447533119825,0.31809523809523804
Cond00376,0.2089605229136632,6.529184678886698,0.3227738095238095
Cond00377,0.21087427415947757,6.425231905598327,0.32848809523809525
Cond00378,0.2112943377651296,6.226930111657922,0.33558333333333334
Cond00379,0.20574571651052534,6.463256300238883,0.3589047619047619
Cond00380,0.1949585437877471,6.702479283219726,0.3271785714285714
Cond00381,0.1965133457366811,6.559292837771679,0.3329404761904762
Cond00382,0.1618428105403813,5.690895545301203,0.3326071428571429
Cond00383,0.2179456102943561,6.4355992042470005,0.38110714285714287
Cond00384,0.205432662267931,6.563402053123124,0.334797619047619
Cond00385,0.20244193864897406,6.504384705280903,0.3357142857142857
Cond00386,0.21092667660229494,6.426651203334383,0.3522619047619047
Cond00387,0.21434450444033207,6.374276239310526,0.3611785714285714
Cond00388,0.19897394558394124,6.669065828097334,0.3342619047619048
Cond00389,0.1979886226769182,6.652512071166438,0.33376190476190476
Cond00390,0.20869458332636637,6.632986249530602,0.3509642857142856
Cond00391,0.209623408120185,6.754705357601968,0.3511666666666666
Cond00392,0.20176517582569942,9.224769279557142,0.34698809523809526
Cond00393,0.18309586719305485,8.4556703468243,0.3268809523809524
Cond00394,0.19828089830163373,5.81443409286421,0.3434047619047618
Cond00395,0.22549131077907536,5.876525562202512,0.4280714285714285
Cond00396,0.19721178736958808,6.425277327982926,0.3327023809523809
Cond00397,0.2058928448265861,6.505134447579121,0.33136904761904756
Cond00398,0.1414409414763526,6.762239340104352,0.31011904761904757
Cond00399,0.11992463427011206,9.569197423003132,0.2942261904761905
Cond00400,0.2037293251432608,6.086408848530205,0.33677380952380953
Cond00401,0.20621845181466517,6.089077454455246,0.33988095238095234
Cond00402,0.16739799312266448,7.91668980704461,0.3280119047619047
Cond00403,0.17752896778897312,8.307027058490334,0.39291666666666664
Cond00404,0.00134935623566414,10.517892973699116,0.08322857142857139
Cond00405,0.19297705080374183,6.034583694751308,0.31959523809523804
Cond00406,0.2625063849541998,6.613979525256844,0.42423809523809525
Cond00407,0.19604668664955696,7.290075012903034,0.3440238095238095
Cond00408,0.18677168597178428,6.125704798116776,0.3213928571428571
Cond00409,0.2324563952232351,6.240364995788814,0.38158333333333333
Cond00410,0.19772302903162933,6.51638144657115,0.33758333333333335
Cond00411,0.21015491554935314,6.837811480396905,0.3461428571428571
Cond00412,0.10099571874035157,7.098088542208735,0.16428571428571426
Cond00413,0.1151606976443414,5.932468120339034,0.18438095238095234
Cond00414,0.22973976450409095,6.33758779389859,0.49014285714285716
Cond00415,0.24538342080633266,7.3070670773555735,0.4687619047619047
Cond00416,0.21363168065471894,6.333661249355124,0.3423452380952381
Cond00417,0.1918256284683414,6.472283172615661,0.31642857142857145
Cond00418,0.2093923697510129,6.201882044292534,0.33439285714285716
Cond00419,0.19801156468812578,6.956415260785012,0.31229761904761905
Cond00420,0.20991465981997248,6.488755486575614,0.3318928571428571
Cond00421,0.20187787952538752,6.561953057386394,0.3242738095238095
Cond00422,0.20716276852403667,6.272774511330208,0.33222619047619045
Cond00423,0.2037439845597159,6.444171499378329,0.35201190476190475
Cond00424,0.22265595458018106,6.240479149600862,0.4007380952380952
Cond00425,0.21916761853226044,6.125299179236735,0.3838214285714286
Cond00426,0.15945608623273552,5.13074315459517,0.3428928571428571
Cond00427,0.21584480362595762,5.985881170265336,0.38255952380952385
Cond00428,0.21453521269609432,6.277903211480194,0.34600000000000003
Cond00429,0.23583305931955312,5.818202779430535,0.4122857142857143
Cond00430,0.2394253277398409,6.063898629969241,0.3793333333333333
Cond00431,0.21535674564745733,6.118013090091995,0.3587261904761905
Cond00432,0.1998995994666414,6.221134659476874,0.3400595238095238
Cond00433,0.20335189248783522,6.208298667459407,0.33965476190476185
Cond00434,0.20961904500645667,6.257597997040474,0.34394047619047613
